date,rms,median,mean
2013-09-09 22:00:00,0.834924,43.708184,43.687381
2013-09-11 22:00:00,1.611515,43.299757,43.043019
2013-09-12 22:00:00,1.198890,43.169079,43.064077
2013-09-13 22:00:00,1.314100,43.428760,43.239494
2013-09-14 22:00:00,1.467451,43.087678,42.740684
2013-09-15 22:00:00,1.575179,42.683746,42.390714
2013-10-13 22:00:00,2.484191,41.326509,41.108399
2013-10-14 22:00:00,2.323988,42.040278,41.174641
2013-10-15 22:00:00,1.284615,42.635975,42.387981
2013-10-16 22:00:00,1.885727,42.698906,42.073922
2013-10-21 22:00:00,1.173579,42.698109,42.507961
2013-10-22 22:00:00,0.419629,42.668293,42.634213
2013-11-01 23:00:00,1.150146,42.460585,42.314084
2013-11-03 23:00:00,1.855671,41.915051,41.283237
2013-11-04 23:00:00,0.640962,43.081566,43.052895
2013-11-05 23:00:00,1.563396,42.601872,42.491775
2013-10-23 22:00:00,0.370314,42.676966,42.620277
2013-10-26 22:00:00,1.652683,42.267633,41.944757
2013-10-27 23:00:00,1.228555,42.848792,42.622518
2013-10-29 23:00:00,1.194344,42.296761,42.127808
2013-10-30 23:00:00,1.126504,42.757191,42.520549
2013-10-31 23:00:00,1.362304,42.174016,41.726232
2013-11-02 23:00:00,0.811186,43.055492,43.060135
2013-11-06 23:00:00,1.480937,42.306634,42.348389
2013-11-07 23:00:00,0.988908,43.222739,43.328106
2013-11-09 23:00:00,1.381168,42.408225,42.398648
2013-11-10 23:00:00,1.860955,42.152283,42.363946
2013-11-11 23:00:00,0.891954,43.098423,42.872085
2013-11-12 23:00:00,1.394860,42.412458,42.792921
2013-11-13 23:00:00,1.484222,42.681083,42.589365
2013-11-20 23:00:00,0.951404,42.053539,41.920759
2013-11-14 23:00:00,1.000613,42.564070,42.782157
2013-11-21 23:00:00,1.168234,42.347157,42.247969
2013-11-22 23:00:00,1.695683,41.649000,41.421113
2013-11-23 23:00:00,1.233440,42.148633,42.031684
2013-11-24 23:00:00,0.776909,42.074651,42.171290
2013-11-25 23:00:00,1.322808,41.800430,41.807466
2013-11-26 23:00:00,1.507873,42.666667,42.526750
2013-11-28 23:00:00,1.006534,42.165189,41.943176
2013-11-29 23:00:00,2.146518,41.606061,40.624607
2013-11-30 23:00:00,1.543613,42.057913,41.533333
2013-12-01 23:00:00,1.464599,42.102197,41.593790
2013-12-02 23:00:00,1.479795,41.575729,40.940110
2013-12-03 23:00:00,1.199246,41.817605,41.555837
2013-12-04 23:00:00,0.604467,41.876107,41.817482
2013-12-06 23:00:00,1.622430,42.030437,41.668386
2013-12-07 23:00:00,1.591730,42.540554,42.129757
2013-12-08 23:00:00,1.003249,42.120143,41.959988
2013-12-19 23:00:00,0.502855,41.767173,41.743320
